,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중,상장주식수
1916,18064K,한진칼우,"36,300",,29.9,"32,450","36,300","32,300","551,179","19,161,805,200","19,484,605,800",0,"536,766"
1917,181340,이즈미디어,"11,150",,-1.8,"11,350","11,500","10,950","111,883","1,246,218,750","78,552,865,000",0,"7,045,100"
1918,181710,NHN엔터테인먼트,"88,600",,2.9,"86,100","88,700","86,000","153,727","13,457,493,450","1,733,461,215,000",0.1,"19,565,025"
1919,182360,큐브엔터,"4,385",,-4.3,"4,535","4,580","4,305","703,502","3,102,878,995","116,525,968,295",0.01,"26,573,767"
1920,182400,에이티젠,"14,350",,0.7,"14,200","14,450","14,100","76,481","1,093,727,900","356,093,685,850",0.02,"24,814,891"
1921,182690,테라셈,"1,095",,1.4,"1,085","1,180","1,055","1,491,615","1,664,877,725","15,293,142,300",0,"13,966,340"
1922,183190,아세아시멘트,"115,000",,0,"114,000","116,000","113,000","5,788","663,726,500","448,018,035,000",0.03,"3,895,809"
1923,183300,코미코,"28,300",,-0.2,"28,300","28,650","27,700","10,394","291,993,850","248,332,500,000",0.01,"8,775,000"
1924,183350,엘피케이,"1,400",,0,0,0,0,0,0,"6,577,653,600",0,"4,698,324"
1925,183410,골프존데카,"2,050",,0,0,0,0,0,0,"8,427,880,050",0,"4,111,161"
1926,183490,엔지켐생명과학,"87,500",,-1.2,"88,000","88,800","86,900","34,155","2,982,281,500","681,876,825,000",0.04,"7,792,878"
1927,184230,SGA솔루션즈,"1,835",,-1.1,"1,855","1,860","1,820","257,032","471,255,455","62,215,854,830",0,"33,905,098"
1928,185190,수프로,"3,600",,-3,"4,200","4,200","3,600",2,"7,800","13,303,620,000",0,"3,695,450"
1929,185490,아이진,"14,900",,-2.6,"15,300","15,900","14,900","122,489","1,871,176,350","164,461,953,500",0.01,"11,037,715"
1930,185750,종근당,"101,500",,1,"100,000","102,500","100,000","26,800","2,715,204,500","1,052,584,435,000",0.06,"10,370,290"
1931,186230,그린플러스,"13,000",,-2.6,"13,900","13,900","11,500",837,"10,272,950","36,585,952,000",0,"2,814,304"
1932,187220,디티앤씨,"10,900",,2.4,"10,550","10,900","10,350","93,513","994,894,400","107,409,188,600",0.01,"9,854,054"
1933,187270,신화콘텍,"4,015",,2.8,"3,945","4,080","3,775","442,019","1,754,380,850","40,727,537,675",0,"10,143,845"
1934,187420,제노포커스,"7,540",,-1.3,"7,600","7,650","7,530","82,365","623,765,870","162,380,407,020",0.01,"21,535,863"
1935,187790,나노,"2,705",,-0.7,"2,785","2,790","2,700","670,968","1,830,927,350","68,248,256,345",0,"25,230,409"
1936,187870,디바이스이엔지,"15,550",,0.3,"15,350","15,550","15,100","98,443","1,505,047,050","105,460,100,000",0.01,"6,782,000"
1937,189300,인텔리안테크,"19,800",,1.8,"19,500","19,950","19,350","46,489","913,230,400","143,370,691,200",0.01,"7,240,944"
1938,189330,씨이랩,"14,000",,-13.3,0,0,0,0,0,"31,318,280,000",0,"2,237,020"
1939,189350,코셋,"1,950",,12.1,"1,950","1,950","1,950",1,"1,950","7,800,000,000",0,"4,000,000"
1940,189540,씨티네트웍스,910,,0,910,910,910,40,"36,400","2,198,550,900",0,"2,415,990"
1941,189690,포시에스,"6,270",,-0.6,"6,310","6,350","6,220","8,099","50,745,510","47,123,834,010",0,"7,515,763"
1942,189860,서전기전,"4,770",,0.1,"4,740","4,825","4,720","47,521","227,226,850","46,263,180,600",0,"9,698,780"
1943,189980,흥국에프엔비,"7,430",,-0.4,"7,460","7,460","7,340","4,275","31,662,980","54,545,792,130",0,"7,341,291"
1944,190510,나무가,"36,700",,-0.8,"37,750","37,750","36,400","27,436","1,012,276,400","125,881,734,000",0.01,"3,430,020"
1945,191410,육일씨엔에쓰,"3,840",,2.7,"3,740","3,885","3,690","43,627","165,736,605","35,954,004,480",0,"9,363,022"
1946,191420,테고사이언스,"37,600",,3.6,"36,450","37,950","36,450","48,021","1,791,371,900","303,606,238,400",0.02,"8,074,634"
1947,191600,티케이씨,"25,750",,-2.8,"25,750","25,750","25,750",1,"25,750","66,950,000,000",0,"2,600,000"
1948,192080,더블유게임즈,"60,900",,1,"60,700","61,200","60,400","29,811","1,811,762,800","1,112,064,571,800",0.06,"18,260,502"
1949,192250,케이사인,"1,525",,-2.2,"1,555","1,560","1,515","1,502,323","2,304,399,455","98,623,666,925",0.01,"64,671,257"
1950,192390,윈하이텍,"4,560",,-0.3,"4,585","4,605","4,535","16,235","73,941,315","45,692,248,800",0,"10,020,230"
1951,192400,쿠쿠홀딩스,"148,000",,1,"147,000","150,000","146,000","5,027","744,476,500","1,052,640,676,000",0.06,"7,112,437"
1952,192410,감마누,408,,0,0,0,0,0,0,"9,969,806,400",0,"24,435,800"
1953,192440,슈피겐코리아,"80,300",,-0.6,"80,800","84,000","79,000","105,266","8,537,599,000","499,173,948,900",0.03,"6,216,363"
1954,192650,드림텍,"13,950",,-2.4,"14,300","14,300","13,950","373,091","5,245,267,100","392,857,807,500",0.02,"28,161,850"
1955,192820,코스맥스,"140,500",,-1.4,"141,000","142,000","139,500","66,254","9,329,309,000","1,411,956,014,500",0.08,"10,049,509"
1956,193250,와이제이엠게임즈,"2,510",,2.2,"2,470","2,510","2,425","1,218,181","3,026,773,745","114,547,853,450",0.01,"45,636,595"
1957,194370,제이에스코퍼레이션,"14,850",,0.3,"14,750","15,000","14,650","10,424","155,113,100","198,033,674,850",0.01,"13,335,601"
1958,194480,데브시스터즈,"8,980",,0.4,"8,920","9,100","8,850","3,691","33,094,900","100,615,242,600",0.01,"11,204,370"
1959,194510,파티게임즈,536,,0,0,0,0,0,0,"13,125,755,600",0,"24,488,350"
1960,194700,노바렉스,"24,350",,4.5,"23,100","24,500","23,050","119,916","2,879,545,300","219,241,069,000",0.01,"9,003,740"
1961,195440,퓨전데이타,677,,0,0,0,0,0,0,"20,217,190,747",0,"29,862,911"
1962,195870,해성디에스,"15,100",,0,"15,100","15,400","14,950","58,396","884,877,050","256,700,000,000",0.01,"17,000,000"
1963,195990,유지인트,760,,0.9,765,765,752,"218,624","165,989,524","79,894,895,880",0,"105,124,863"
1964,196170,알테오젠,"44,800",,4.3,"42,400","45,200","42,100","224,752","9,919,926,100","568,114,624,000",0.03,"12,681,130"
1965,196300,애니젠,"15,250",,1,"15,000","15,350","14,900","59,343","895,865,650","76,496,516,250",0,"5,016,165"
1966,196450,텔루스,844,,-1.1,842,856,838,"1,859,408","1,571,368,184","104,703,577,124",0.01,"124,056,371"
1967,196490,디에이테크놀로지,"3,580",,0,"3,545","3,595","3,480","448,332","1,591,053,165","187,972,568,320",0.01,"52,506,304"
1968,196700,웹스,"2,195",,0,"2,205","2,230","2,170","115,336","254,159,610","30,068,154,820",0,"13,698,476"
1969,197140,디지캡,"5,320",,-2.4,"5,410","5,490","5,280","96,824","516,207,310","39,323,961,040",0,"7,391,722"
1970,197210,리드,"6,140",,2.3,"6,000","6,300","5,680","1,264,349","7,621,674,660","90,589,375,800",0.01,"14,753,970"
1971,198440,고려시멘트,"2,855",,0.9,"2,830","2,905","2,815","195,944","561,183,150","91,302,785,800",0.01,"31,979,960"
1972,199150,데이터스트림즈,"3,700",,-0.5,"3,715","3,720","3,165",71,"226,355","15,161,112,600",0,"4,097,598"
1973,199290,바이오프로테크,"4,000",,0,0,0,0,0,0,"12,822,760,000",0,"3,205,690"
1974,199800,툴젠,"93,700",,0.1,"93,600","94,700","93,300","4,850","454,183,500","610,572,531,300",0.04,"6,516,249"
1975,200130,콜마비앤에이치,"28,100",,1.3,"27,650","28,100","27,000","44,275","1,226,861,350","830,173,979,800",0.05,"29,543,558"
1976,200230,텔콘RF제약,"7,570",,0.7,"7,490","7,620","7,400","516,396","3,890,538,890","626,313,457,920",0.04,"82,736,256"
1977,200350,래몽래인,"2,800",,-3.3,"2,670","2,830","2,500","1,103","2,894,030","5,417,087,200",0,"1,934,674"
1978,200470,하이셈,"8,170",,1.2,"8,070","8,220","7,900","304,250","2,448,425,100","143,413,565,600",0.01,"17,553,680"
1979,200580,메디쎄이,"8,750",,13,"8,500","8,750","8,500","1,459","12,541,000","30,433,891,250",0,"3,478,159"
1980,200670,휴메딕스,"27,950",,0.4,"27,750","27,950","26,950","73,559","2,017,279,300","278,694,872,300",0.02,"9,971,194"
1981,200710,에이디테크놀로지,"20,450",,1.2,"20,200","20,450","19,850","74,282","1,493,932,050","189,219,330,550",0.01,"9,252,779"
1982,200780,비씨월드제약,"23,350",,1.1,"22,800","23,350","22,800","12,807","295,953,750","186,994,225,300",0.01,"8,008,318"
1983,200880,서연이화,"7,000",,-0.4,"7,050","7,150","6,850","408,025","2,851,886,480","189,199,059,000",0.01,"27,028,437"
1984,201490,미투온,"6,930",,2.4,"6,800","6,960","6,750","469,234","3,226,117,550","216,616,346,100",0.01,"31,257,770"
1985,202960,판도라티비,"1,290",,-7.9,"1,400","1,400","1,190","4,512","5,460,690","15,371,100,780",0,"11,915,582"
1986,203400,에이비온,"6,850",,-1.4,"6,950","6,950","6,700","6,946","47,278,950","84,919,285,600",0,"12,396,976"
1987,203450,유니온커뮤니티,"2,860",,-0.2,"2,860","2,860","2,810","43,471","122,940,070","41,981,960,020",0,"14,679,007"
1988,203650,드림시큐리티,"4,065",,-1.3,"4,120","4,120","4,050","198,904","808,653,015","145,550,390,010",0.01,"35,805,754"
1989,203690,프로스테믹스,"5,920",,5.9,"5,610","6,250","5,560","1,860,627","11,113,187,180","268,618,916,640",0.02,"45,374,817"
1990,204020,엠코르셋,"8,200",,0.7,"8,150","8,210","8,070","44,298","360,092,430","82,604,463,000",0,"10,073,715"
1991,204210,모두투어리츠,"3,150",,4,"3,060","3,150","3,035",501,"1,561,890","24,654,467,250",0,"7,826,815"
1992,204320,만도,"33,750",,3.7,"32,100","33,950","31,700","787,191","26,142,269,950","1,584,802,800,000",0.09,"46,957,120"
1993,204620,글로벌텍스프리,"4,800",,-2.9,"4,880","4,950","4,790","927,356","4,496,295,865","178,447,464,000",0.01,"37,176,555"
1994,204630,화이브라더스코리아,"3,215",,-1.2,"3,255","3,275","3,200","51,032","165,451,955","91,992,322,125",0.01,"28,613,475"
1995,204840,지엘팜텍,"3,165",,-1.4,"3,255","3,265","3,150","104,354","332,718,980","113,257,382,295",0.01,"35,784,323"
1996,204990,현성바이탈,"2,560",,7.6,"2,370","2,580","2,365","639,212","1,591,161,565","81,024,314,880",0,"31,650,123"
1997,205100,엑셈,"3,450",,16.6,"2,965","3,795","2,925","15,124,820","53,099,649,345","114,710,298,900",0.01,"33,249,362"
1998,205290,케미메디,"2,480",,0,0,0,0,0,0,"20,234,687,040",0,"8,159,148"
1999,205470,휴마시스,"1,635",,-0.3,"1,655","1,660","1,620","385,486","630,516,385","45,848,684,715",0,"28,042,009"
2000,205500,액션스퀘어,"1,505",,-0.7,"1,505","1,510","1,480","134,344","200,569,515","39,860,648,905",0,"26,485,481"
2001,206400,엔터메이트,995,,-1.5,"1,025","1,035",984,"186,115","185,412,322","45,208,653,835",0,"45,435,833"
2002,206560,덱스터,"6,880",,-1.3,"6,930","6,960","6,810","217,764","1,490,814,530","169,540,599,520",0.01,"24,642,529"
2003,206640,바디텍메드,"11,900",,0,"11,850","11,900","11,650","45,473","535,867,350","278,678,103,200",0.02,"23,418,328"
2004,206650,유바이오로직스,"7,290",,7.4,"6,810","7,650","6,790","936,713","6,764,664,240","186,376,766,940",0.01,"25,566,086"
2005,206950,볼빅,"7,340",,-0.8,"6,650","7,340","6,650",27,"180,590","30,705,664,220",0,"4,183,333"
2006,207490,에이펙스인텍,"11,750",,2.2,"11,200","11,750","11,200",101,"1,131,750","42,300,000,000",0,"3,600,000"
2007,207760,미스터블루,"2,810",,-0.9,"2,835","2,835","2,770","101,922","284,309,315","68,859,061,240",0,"24,505,004"
2008,207940,삼성바이오로직스,"363,500",,2,"357,500","365,000","356,500","148,839","53,776,211,500","24,050,977,500,000",1.38,"66,165,000"
2009,208140,정다운,"4,020",,2,"3,970","4,225","3,970","4,185,536","17,178,213,930","82,529,892,480",0,"20,529,824"
2010,208340,파멥신,"74,500",,1.6,"73,300","76,300","72,000","159,850","11,968,555,500","512,039,394,000",0.03,"6,873,012"
2011,208350,지란지교시큐리티,"1,720",,0.3,"1,730","1,735","1,695","295,047","505,181,570","66,860,988,960",0,"38,872,668"
2012,208370,셀바스헬스케어,"2,255",,-2.4,"2,360","2,360","2,230","64,039","145,058,855","29,646,645,105",0,"13,147,071"
2013,208640,썸에이지,"1,400",,1.8,"1,370","1,425","1,330","867,923","1,201,683,105","106,792,261,800",0.01,"76,280,187"
2014,208710,바이오로그디바이스,"2,220",,0.9,"2,200","2,225","2,160","190,891","418,948,220","61,195,645,320",0,"27,565,606"
2015,208850,이비테크,"3,820",,3,"3,820","3,820","3,820",10,"38,200","8,618,875,000",0,"2,256,250"
2016,208860,엔지스테크널러지,"7,810",,-4.2,"8,100","8,170","7,810","78,287","622,029,070","73,269,827,400",0,"9,381,540"
2017,208890,에듀파트너,"1,800",,3.4,"1,700","1,800","1,700",590,"1,003,100","3,583,476,000",0,"1,990,820"
2018,210120,빅텐츠,"7,230",,-14.9,"8,500","9,690","7,230",272,"1,972,740","13,700,850,000",0,"1,895,000"
2019,210540,디와이파워,"17,700",,-2.8,"18,100","18,150","17,500","183,278","3,241,275,850","195,438,231,600",0.01,"11,041,708"
2020,210610,소프트캠프,"5,000",,6.3,"4,830","5,000","4,830",226,"1,094,640","9,688,455,000",0,"1,937,691"
2021,210980,SK디앤디,"29,650",,0.5,"29,250","29,950","29,200","15,758","466,254,550","563,058,362,600",0.03,"18,990,164"
2022,211050,인카금융서비스,"5,640",,2.6,"5,640","5,640","5,640",10,"56,400","25,346,103,600",0,"4,493,990"
2023,211270,AP위성,"7,370",,-1.3,"7,470","7,470","7,270","34,874","256,341,380","110,659,105,480",0.01,"15,014,804"
2024,212310,휴벡셀,"6,300",,-9.1,"6,000","6,300","6,000",161,"966,300","12,763,340,100",0,"2,025,927"
2025,212560,네오오토,"5,980",,1.5,"5,890","6,170","5,800","154,249","926,936,200","47,092,278,740",0,"7,874,963"
2026,213090,미래테크놀로지,"8,600",,1.2,"8,560","8,620","8,500","2,935","25,076,170","52,638,776,800",0,"6,120,788"
2027,213420,덕산네오룩스,"19,000",,-1.8,"19,200","19,250","18,800","214,004","4,053,379,850","456,190,228,000",0.03,"24,010,012"
2028,213500,한솔제지,"15,550",,1,"15,400","15,550","15,350","73,582","1,137,681,450","370,098,956,800",0.02,"23,800,576"
2029,214150,클래시스,"8,000",,6.2,"7,530","8,140","7,530","895,451","7,109,813,510","495,784,616,000",0.03,"61,973,077"
2030,214180,민앤지,"23,700",,3,"22,800","23,750","22,700","338,218","7,935,373,650","281,713,083,600",0.02,"11,886,628"
2031,214270,퓨쳐스트림네트웍스,"1,695",,0.3,"1,710","1,835","1,685","10,475,949","18,333,588,690","151,640,105,355",0.01,"89,463,189"
2032,214310,세미콘라이트,885,,-0.3,894,904,881,"534,932","474,438,730","57,826,503,570",0,"65,340,682"
2033,214320,이노션,"68,600",,1.9,"67,500","69,000","67,500","46,232","3,171,973,000","1,372,000,000,000",0.08,"20,000,000"
2034,214330,금호에이치티,"6,330",,0.5,"6,300","6,370","6,180","56,851","355,437,230","137,478,079,680",0.01,"21,718,496"
2035,214370,케어젠,"76,500",,0,0,0,0,0,0,"821,839,500,000",0.05,"10,743,000"
2036,214390,경보제약,"10,600",,0,"10,600","10,650","10,450","24,619","260,314,750","253,412,716,000",0.01,"23,906,860"
2037,214420,토니모리,"14,000",,-1.8,"14,250","14,250","14,000","104,074","1,467,329,800","246,960,000,000",0.01,"17,640,000"
2038,214430,아이쓰리시스템,"22,500",,6.1,"21,300","23,400","21,300","425,510","9,576,358,100","159,902,100,000",0.01,"7,106,760"
2039,214450,파마리서치프로덕트,"41,650",,-3.1,"42,850","43,000","41,650","43,651","1,837,268,900","394,267,938,050",0.02,"9,466,217"
2040,214610,미코바이오메드,"8,300",,5.3,"7,880","8,600","7,650","16,509","130,203,500","95,283,560,100",0.01,"11,479,947"
2041,214680,디알텍,"1,825",,-0.3,"1,850","1,925","1,810","2,126,232","3,972,290,585","80,681,435,950",0,"44,209,006"
2042,214870,에치디프로,"7,700",,0.9,"7,630","7,800","7,550","336,612","2,578,782,760","121,961,093,100",0.01,"15,839,103"
2043,215000,골프존,"41,100",,0.2,"40,800","41,100","40,550","2,628","107,469,300","257,919,556,500",0.01,"6,275,415"
2044,215050,비엔디생활건강,"2,995",,-7,"2,980","2,995","2,740",580,"1,709,455","6,354,389,670",0,"2,121,666"
2045,215090,한컴유니맥스,"3,775",,-5.6,"3,770","3,960","3,610","3,045,833","11,399,798,080","72,208,528,425",0,"19,128,087"
2046,215100,로보로보,"4,770",,-3.5,"4,980","5,090","4,685","2,877,255","13,804,437,920","84,898,625,580",0,"17,798,454"
2047,215200,메가스터디교육,"40,900",,1.5,"40,000","40,900","39,750","64,688","2,606,333,950","481,060,892,000",0.03,"11,761,880"
2048,215360,우리산업,"30,950",,-1.1,"31,000","31,250","30,650","49,598","1,531,827,450","282,640,444,850",0.02,"9,132,163"
2049,215380,우정바이오,"2,400",,-0.6,"2,500","2,580","2,400","905,304","2,252,736,565","60,263,306,400",0,"25,109,711"
2050,215480,토박스코리아,"1,560",,-1.9,"1,610","1,630","1,535","3,597,266","5,624,335,965","62,095,551,960",0,"39,804,841"
2051,215570,크로넥스,"27,500",,14.4,"24,050","27,500","24,050",11,"268,000","28,015,625,000",0,"1,018,750"
2052,215600,신라젠,"65,600",,0,"65,300","65,800","64,600","391,050","25,517,479,600","4,622,184,200,000",0.27,"70,460,125"
2053,215790,이노인스트루먼트,"6,450",,0.8,"6,400","6,580","6,400","272,948","1,767,360,310","130,826,311,050",0.01,"20,283,149"
2054,216050,인크로스,"20,950",,-2.3,"21,200","21,450","20,700","115,903","2,426,593,850","168,720,343,150",0.01,"8,053,477"
2055,216280,원텍,"18,450",,-9.6,"17,350","19,200","17,350","12,886","226,180,700","73,615,500,000",0,"3,990,000"
2056,216400,바이오코아,"6,500",,-1.5,"6,500","6,500","6,500",1,"6,500","44,795,894,000",0,"6,891,676"
2057,217190,제너셈,"2,420",,0.6,"2,410","2,450","2,370","182,473","439,548,600","21,221,401,080",0,"8,769,174"
2058,217270,넵튠,"11,850",,1.3,"11,900","11,900","11,600","39,836","465,806,050","253,873,155,750",0.01,"21,423,895"
2059,217320,썬테크,"10,000",,0,0,0,0,0,0,"10,500,000,000",0,"1,050,000"
2060,217330,싸이토젠,"13,700",,10,"12,450","14,100","12,250","489,673","6,544,703,750","77,183,936,800",0,"5,633,864"
2061,217480,에스디생명공학,"9,980",,-1.2,"10,100","10,100","9,940","157,474","1,574,240,750","223,702,358,680",0.01,"22,415,066"
2062,217500,러셀,"2,000",,-0.2,"2,010","2,020","1,950","398,174","792,774,385","63,624,000,000",0,"31,812,000"
2063,217600,켐온,"1,730",,1.2,"1,715","1,735","1,700","188,494","324,205,615","110,480,118,200",0.01,"63,861,340"
2064,217620,디딤,"3,060",,1.5,"3,010","3,075","3,010","237,549","723,528,545","113,225,829,300",0.01,"37,001,905"
2065,217730,강스템바이오텍,"20,750",,-0.5,"20,800","20,900","20,300","179,862","3,696,484,600","432,138,192,750",0.02,"20,825,937"
2066,217820,엔에스,"13,100",,0.4,"13,050","13,100","12,850","42,312","547,395,500","64,190,000,000",0,"4,900,000"
2067,217880,틸론,"4,850",,-2.2,"4,760","4,850","4,760",2,"9,610","16,152,042,300",0,"3,330,318"
2068,217910,에스제이켐,517,,14.9,517,517,517,281,"145,277","6,716,099,874",0,"12,990,522"
2069,217950,파마리서치바이오,"15,300",,-0.6,"15,150","15,400","15,000",387,"5,831,000","61,955,682,300",0,"4,049,391"
2070,218150,미래생명자원,"3,625",,-1,"3,675","3,840","3,625","1,402,204","5,238,873,420","67,683,926,500",0,"18,671,428"
2071,218410,RFHIC,"29,250",,-2.5,"29,750","30,000","29,150","380,903","11,120,045,550","657,474,363,000",0.04,"22,477,756"
2072,219130,타이거일렉,"5,100",,1.4,"5,000","5,220","4,995","60,608","311,566,710","32,202,879,000",0,"6,314,290"
2073,219420,링크제니시스,"6,890",,-0.1,"7,190","7,500","6,890","460,138","3,295,567,900","68,900,000,000",0,"10,000,000"
2074,219550,MP한강,"1,615",,-2.7,"1,640","1,655","1,610","1,493,037","2,432,096,175","91,782,501,050",0.01,"56,831,270"
2075,219750,지티지웰니스,"12,200",,-1.6,"12,400","13,050","12,050","452,703","5,699,180,400","76,250,817,400",0,"6,250,067"
2076,220100,퓨쳐켐,"14,400",,1.4,"14,500","14,500","14,050","13,739","195,298,550","82,787,601,600",0,"5,749,139"
2077,220110,드림티엔터테인먼트,669,,0,0,0,0,0,0,"5,294,641,278",0,"7,914,262"
2078,220180,핸디소프트,"6,480",,-0.2,"6,530","6,530","6,350","89,751","576,562,600","99,836,038,080",0.01,"15,406,796"
2079,220250,카이노스메드,"16,000",,-1.8,"16,000","16,350","15,200","22,344","350,214,400","219,191,552,000",0.01,"13,699,472"
2080,220260,켐트로스,"2,980",,2,"2,920","2,985","2,895","149,398","442,692,490","71,654,570,840",0,"24,045,158"
2081,220630,해마로푸드서비스,"2,630",,3.1,"2,540","2,630","2,540","637,163","1,646,740,200","246,951,177,180",0.01,"93,897,786"
2082,221610,한솔씨앤피,"11,600",,4,"11,100","12,200","11,100","109,166","1,271,708,500","46,326,606,800",0,"3,993,673"
2083,221670,주노콜렉션,"4,905",,0,0,0,0,0,0,"16,546,134,600",0,"3,373,320"
2084,221800,유투바이오,"15,400",,-14.9,0,0,0,0,0,"29,267,854,000",0,"1,900,510"
2085,221840,하이즈항공,"5,640",,0.9,"5,590","5,740","5,580","17,455","99,099,130","99,806,381,880",0.01,"17,696,167"
2086,221980,케이디켐,"12,850",,0.4,"12,850","12,850","12,750","3,205","41,064,750","51,847,180,000",0,"4,034,800"
2087,222040,코스맥스엔비티,"15,650",,0,"15,550","15,650","15,300","103,620","1,605,580,300","322,828,200,000",0.02,"20,628,000"
2088,222080,씨아이에스,"2,520",,-1.4,"2,545","2,545","2,495","190,977","478,875,130","135,134,256,600",0.01,"53,624,705"
2089,222110,팬젠,"12,100",,0.8,"12,000","12,100","11,700","17,187","204,613,700","116,665,550,100",0.01,"9,641,781"
2090,222160,바이옵트로,"2,500",,13.6,"2,200","2,500","2,200",31,"71,500","13,825,460,000",0,"5,530,184"
2091,222420,쎄노텍,"2,215",,0.9,"2,185","2,235","2,180","206,260","456,210,285","88,120,363,900",0.01,"39,783,460"
2092,222670,플럼라인생명과학,"6,870",,4.2,"6,580","6,980","6,540",567,"3,883,260","16,508,610,000",0,"2,403,000"
2093,222800,심텍,"7,230",,1.3,"7,100","7,270","7,100","56,726","408,141,130","164,503,893,570",0.01,"22,752,959"
2094,222810,한류AI센터,"3,610",,-3.2,"3,700","3,720","3,600","708,138","2,574,189,890","57,736,664,960",0,"15,993,536"
2095,222980,한국맥널티,"11,350",,-0.4,"11,400","11,450","11,300","13,936","158,199,450","56,466,250,000",0,"4,975,000"
2096,223220,아이피몬스터,256,,0,0,0,0,0,0,"2,761,538,816",0,"10,787,261"
2097,223310,이에스브이,407,,-1,410,419,403,"3,392,049","1,389,343,831","45,995,556,772",0,"113,011,196"
2098,224020,에스케이씨에스,"1,520",,-0.3,"1,450","1,520","1,450",691,"1,002,020","4,104,000,000",0,"2,700,000"
2099,224060,코디엠,880,,-0.2,880,889,869,"1,250,998","1,094,118,380","127,419,172,320",0.01,"144,794,514"
2100,224110,에이텍티앤,"8,400",,-0.1,"8,410","8,480","8,300","15,327","127,985,560","44,856,000,000",0,"5,340,000"
2101,224760,엔에스컴퍼니,"91,500",,7.6,0,0,0,0,0,"360,482,550,000",0.02,"3,939,700"
2102,224810,엄지하우스,"3,820",,-2.9,"3,820","3,820","3,820",300,"1,146,000","16,044,000,000",0,"4,200,000"
2103,224880,SGA임베디드,"3,100",,0,0,0,0,0,0,"13,696,311,500",0,"4,418,165"
2104,225190,삼양옵틱스,"14,150",,0,"14,150","14,150","13,950","18,128","254,561,250","142,046,190,000",0.01,"10,038,600"
2105,225220,제놀루션,"5,600",,0,"5,600","5,600","5,600",26,"145,600","17,622,600,800",0,"3,146,893"
2106,225330,씨엠에스에듀,"7,490",,-2.6,"7,720","7,750","7,430","48,255","365,828,620","141,956,232,320",0.01,"18,952,768"
2107,225430,케이엠제약,"3,115",,-3.3,"3,195","3,195","3,090","554,936","1,734,698,805","61,948,160,750",0,"19,887,050"
2108,225530,보광산업,"5,070",,-1.2,"5,130","5,150","5,030","128,222","650,876,140","181,002,168,750",0.01,"35,700,625"
2109,225570,넷게임즈,"10,100",,-0.5,"10,000","10,300","9,990","158,488","1,604,409,680","242,434,622,800",0.01,"24,003,428"
2110,225590,패션플랫폼,"1,610",,1.3,"1,610","1,630","1,580","55,101","88,204,890","40,555,151,350",0,"25,189,535"
2111,225650,쿠첸,"7,360",,0.3,"7,300","7,390","7,230","22,903","167,212,160","78,650,998,720",0,"10,686,277"
2112,225850,미애부,"3,400",,13.3,"3,000","3,400","3,000",470,"1,412,000","11,329,932,200",0,"3,332,333"
2113,225860,엠앤씨생명과학,924,,-0.5,"1,035","1,035",885,"4,409","3,977,099","10,494,877,008",0,"11,358,092"
2114,226320,잇츠한불,"30,950",,0.2,"30,900","31,000","30,500","33,699","1,034,797,600","678,712,299,250",0.04,"21,929,315"
2115,226340,본느,"2,720",,-1.6,"2,750","2,835","2,660","820,571","2,261,398,085","79,145,733,120",0,"29,097,696"
2116,226350,아이엠텍,"1,010",,0,0,0,0,0,0,"24,892,910,460",0,"24,646,446"
2117,226360,이엑스티,"4,055",,-0.7,"4,085","4,095","4,030","256,457","1,040,212,430","109,576,537,570",0.01,"27,022,574"
2118,226400,오스테오닉,"4,860",,-0.8,"4,930","4,930","4,805","7,737","37,566,940","41,108,144,760",0,"8,458,466"
2119,226440,한송네오텍,"1,480",,3.1,"1,415","1,485","1,415","650,508","949,128,340","58,609,491,840",0,"39,601,008"
2120,226610,한국비엔씨,"8,900",,-0.6,"9,440","9,440","8,720","3,876","34,113,080","53,656,328,900",0,"6,028,801"
2121,226950,올릭스,"63,000",,4.1,"60,400","63,800","60,000","155,488","9,723,567,200","409,873,023,000",0.02,"6,505,921"
2122,227100,디자인,"12,400",,4.6,"11,850","12,550","11,750","110,422","1,354,235,200","32,995,284,000",0,"2,660,910"
2123,227420,포레스팅블록체인,574,,14.8,574,574,574,1,574,"4,355,475,264",0,"7,587,936"
2124,227610,아우딘퓨쳐스,"13,000",,-0.4,"13,000","13,050","12,800","42,071","543,315,550","130,000,000,000",0.01,"10,000,000"
2125,227840,현대코퍼레이션홀딩스,"14,850",,2.4,"14,600","14,900","14,550","44,388","653,793,000","135,147,414,600",0.01,"9,100,836"
2126,227950,마이크로텍,"1,470",,2.8,"1,445","1,485","1,410","271,265","393,137,915","27,931,364,160",0,"19,000,928"
2127,228180,티씨엠생명과학,"19,500",,-2.5,"19,950","19,950","18,550",137,"2,550,500","40,477,203,000",0,"2,075,754"
2128,228340,동양파일,"5,220",,-1.5,"5,300","5,330","5,220","85,155","446,942,610","104,400,000,000",0.01,"20,000,000"
2129,228760,지노믹트리,"26,950",,3.3,"26,400","27,500","25,850","582,479","15,603,296,700","538,628,494,250",0.03,"19,986,215"
2130,228850,레이언스,"17,300",,-0.3,"17,400","17,400","17,150","24,495","422,687,450","287,024,542,200",0.02,"16,591,014"
2131,229000,젠큐릭스,"26,700",,1.3,"26,000","27,500","26,000","2,763","73,911,150","143,985,784,200",0.01,"5,392,726"
